ENST00000492378 	ENST00000288167 ENST00000475124 ENST00000494338 	677 	836 1860 783 	696 	856 1880 803 	33 	33 33 33 
ENST00000430198 ENST00000415560 ENST00000374117 	ENST00000395004 	227 227 227 	454 	227 227 227 	454 	40 40 40 	53 
ENST00000429412 ENST00000546113 ENST00000489060 	ENST00000309733 ENST00000604015 	1903 1903 2619 	7653 451 	1903 1903 2619 	7653 451 	53 53 53 	46 46 
ENST00000357338 ENST00000414245 ENST00000534625 ENST00000512701 ENST00000479965 ENST00000428683 ENST00000400815 ENST00000327535 ENST00000215095 ENST00000569638 ENST00000439667 ENST00000564218 ENST00000295974 ENST00000543538 ENST00000568691 ENST00000567379 ENST00000601613 ENST00000572705 ENST00000399759 ENST00000571088 ENST00000399756 ENST00000174621 ENST00000378207 ENST00000563731 	ENST00000372697 ENST00000372696 ENST00000546585 ENST00000357992 ENST00000465244 ENST00000391366 ENST00000558981 ENST00000507209 ENST00000502665 ENST00000397762 ENST00000577967 ENST00000424614 ENST00000370112 ENST00000554715 ENST00000533154 	109 109 27 8950 1782 157 3240 3995 2243 1759 614 1486 7637 5658 88 48 899 3311 3237 3250 3563 3320 977 3240 	531 512 540 2962 2109 1515 445 7137 1674 1534 3845 331 1861 805 50 	109 109 27 8950 1782 157 3240 3995 2243 1759 614 1486 7637 5658 88 48 899 3311 3237 3250 3563 3320 977 3240 	538 519 547 2969 2116 1522 452 7144 1681 1541 3852 338 1868 812 57 	37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 
ENST00000310613 	ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 ENST00000271375 	3112 	5131 2114 5131 5130 6262 	3122 	5131 2114 5131 5130 6262 	43 	43 43 43 43 43 
ENST00000561328 ENST00000340135 ENST00000527059 ENST00000600466 	ENST00000481546 ENST00000345496 ENST00000609381 ENST00000610237 	4092 1498 1720 2369 	3920 2686 3920 2686 	4100 1506 1728 2377 	3920 2686 3920 2686 	44 44 44 44 	52 52 52 52 
ENST00000580101 ENST00000445123 ENST00000525437 	ENST00000532442 ENST00000427611 ENST00000567973 ENST00000539061 ENST00000436679 ENST00000504880 ENST00000295240 ENST00000392663 ENST00000472667 	308 676 1864 	609 609 198 1559 615 852 2174 1806 1569 	308 676 1864 	609 609 198 1559 615 852 2174 1806 1569 	52 52 52 	52 52 52 52 52 52 52 52 52 
ENST00000555638 	ENST00000330842 	1913 	2664 	1913 	2672 	48 	45 
ENST00000371380 ENST00000461830 	ENST00000573981 ENST00000585690 ENST00000446505 ENST00000409623 ENST00000432854 ENST00000467153 ENST00000588224 ENST00000414696 ENST00000601993 ENST00000291547 ENST00000460798 ENST00000370661 ENST00000417486 ENST00000414473 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000462546 ENST00000375847 ENST00000475133 ENST00000495523 ENST00000366249 	11162 1112 	725 876 1850 234 3655 725 876 1473 345 3494 1840 3643 1114 1850 2194 2543 2403 1050 4196 4426 285 18 	11162 1112 	741 892 1866 250 3671 741 892 1489 361 3510 1856 3659 1130 1866 2210 2559 2419 1066 4212 4442 301 34 	51 51 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 
ENST00000536118 ENST00000541459 	ENST00000298281 ENST00000598034 	1795 3086 	7467 674 	1795 3086 	7488 695 	31 31 	32 32 
ENST00000565321 ENST00000415930 ENST00000497613 ENST00000483920 	ENST00000495257 ENST00000475187 ENST00000334464 ENST00000378268 ENST00000397893 ENST00000573951 ENST00000593019 ENST00000562435 ENST00000569997 ENST00000549737 	1360 3766 1360 53 	511 1671 5757 429 431 1645 595 6055 1470 183 	1360 3766 1360 53 	511 1671 5757 429 431 1645 595 6055 1470 183 	52 52 52 52 	52 52 52 52 52 52 52 52 52 52 
ENST00000334567 	ENST00000493254 	742 	1580 	755 	1588 	32 	37 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000476149 ENST00000476192 ENST00000497426 ENST00000474698 	6556 4029 6361 342 5125 3561 7209 1872 1501 15403 1372 1248 6804 1053 1053 	2188 4495 4495 4494 	6556 4029 6361 342 5125 3561 7209 1872 1501 15403 1372 1248 6804 1053 1053 	2196 4503 4503 4502 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	45 45 45 45 
ENST00000437639 	ENST00000464463 	2590 	347 	2590 	347 	52 	53 
ENST00000481705 ENST00000527370 ENST00000464029 ENST00000470347 	ENST00000502378 	573 1340 429 671 	196 	573 1340 429 671 	196 	32 32 32 32 	36 
ENST00000481705 ENST00000527370 ENST00000464029 ENST00000470347 	ENST00000502378 	573 1340 429 671 	196 	573 1340 429 671 	196 	32 32 32 32 	36 
ENST00000538183 	ENST00000309733 ENST00000481729 ENST00000489060 	7685 	7173 496 2217 	7691 	7194 517 2238 	45 	32 32 32 
ENST00000310613 	ENST00000551132 ENST00000548741 	4619 	199 409 	4634 	214 424 	38 	38 38 
ENST00000381759 	ENST00000260731 	1747 	3478 	1750 	3484 	39 	34 
ENST00000229465 	ENST00000488967 	1421 	708 	1428 	708 	46 	49 
ENST00000211372 ENST00000477055 ENST00000476288 ENST00000470852 ENST00000489474 ENST00000477733 ENST00000434122 ENST00000459882 ENST00000470276 ENST00000461584 ENST00000482698 ENST00000463901 ENST00000439602 ENST00000474973 ENST00000476222 ENST00000490191 ENST00000472218 ENST00000479802 ENST00000454021 ENST00000486781 ENST00000484321 ENST00000475634 ENST00000464602 ENST00000461925 ENST00000457341 ENST00000476337 ENST00000494232 ENST00000463232 ENST00000485674 ENST00000487970 	ENST00000526234 	556 597 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 	795 	556 597 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 556 532 628 939 1052 356 	795 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	45 
ENST00000514169 	ENST00000277942 	405 	6563 	405 	6569 	53 	36 
ENST00000396667 ENST00000310613 	ENST00000321521 	10793 2613 	7885 	10810 2630 	7885 	36 36 	36 
ENST00000546474 	ENST00000471668 ENST00000529983 ENST00000548729 ENST00000370203 ENST00000395082 	12251 	1686 3645 3682 1473 430 	12261 	1686 3645 3682 1473 430 	31 	52 52 52 52 52 
ENST00000413432 	ENST00000561903 ENST00000466854 	3965 	3844 40 	3965 	3862 58 	34 	35 35 
ENST00000360415 ENST00000395326 ENST00000415001 	ENST00000392176 ENST00000579663 ENST00000433351 ENST00000264441 ENST00000233190 ENST00000441969 ENST00000353836 ENST00000442846 ENST00000357375 ENST00000432469 ENST00000370271 	2339 2216 1759 	2070 683 3039 2741 3674 2204 2545 1879 2496 2296 2565 	2359 2236 1779 	2088 701 3057 2759 3692 2222 2563 1897 2514 2314 2583 	33 33 33 	35 35 35 35 35 35 35 35 35 35 35 
ENST00000416643 ENST00000418669 ENST00000570642 	ENST00000380765 	647 647 647 	790 	647 647 647 	790 	53 53 53 	52 
ENST00000223073 	ENST00000295269 ENST00000558583 ENST00000564458 ENST00000564795 	15212 	3936 5424 960 960 	15212 	3936 5424 960 960 	53 	52 52 52 52 
ENST00000283921 ENST00000396344 	ENST00000489695 	1754 1412 	-20 	1754 1412 	0 	52 52 	33 
