ENST00000530238 	ENST00000528006 	941 	8 	942 	8 	46 	53 
ENST00000497070 	ENST00000536118 ENST00000355524 ENST00000449165 ENST00000329623 ENST00000380486 ENST00000482186 ENST00000482084 ENST00000238831 ENST00000536984 ENST00000366844 ENST00000373798 ENST00000460378 ENST00000343067 ENST00000356093 ENST00000398863 ENST00000520405 ENST00000334047 ENST00000370207 ENST00000262866 ENST00000360672 ENST00000393276 ENST00000393274 ENST00000495031 ENST00000604959 ENST00000576568 ENST00000576265 	1873 	443 1189 2893 4178 4679 4437 4018 5269 2903 10261 4216 3503 4239 4140 3948 5 1645 1322 2064 1679 4949 5413 1465 1189 1189 1189 	1873 	443 1189 2893 4178 4679 4437 4018 5269 2903 10261 4216 3503 4239 4140 3948 5 1645 1322 2064 1679 4949 5413 1465 1189 1189 1189 	32 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000392876 	ENST00000274140 ENST00000502921 ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000264914 	3064 	5081 2 2636 2456 2111 2036 1958 4849 	3064 	5081 2 2636 2456 2111 2036 1958 4849 	34 	34 34 34 34 34 34 34 34 
ENST00000515702 	ENST00000469549 	381 	1929 	381 	1933 	34 	35 
ENST00000355520 ENST00000261200 	ENST00000309733 ENST00000558583 	7041 6636 	6261 5417 	7041 6636 	6261 5417 	45 45 	53 53 
ENST00000378312 ENST00000278422 ENST00000529403 	ENST00000529704 ENST00000341865 ENST00000479805 ENST00000339464 	1219 1329 1399 	1190 4609 585 2209 	1219 1329 1399 	1200 4619 595 2219 	34 34 34 	43 43 43 43 
ENST00000496116 	ENST00000261015 ENST00000395763 ENST00000357721 ENST00000557366 ENST00000373816 ENST00000296161 ENST00000592148 ENST00000267436 ENST00000421284 ENST00000320954 ENST00000449224 ENST00000356387 ENST00000318709 ENST00000409301 ENST00000446718 ENST00000554549 ENST00000356189 	510 	2476 1740 1666 3240 4406 3403 355 2868 1629 1670 1466 7836 3190 3099 2590 656 1114 	520 	2491 1755 1681 3255 4421 3418 370 2883 1644 1685 1481 7851 3205 3114 2605 671 1129 	43 	38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 
ENST00000538183 ENST00000321521 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000309733 ENST00000394511 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000489060 	7051 7939 13233 13176 4540 4540 2731 4539 	6578 158 35 3778 2089 1622 	7051 7939 13233 13176 4540 4540 2731 4539 	6578 158 35 3778 2089 1622 	53 53 53 53 53 53 53 53 	53 53 53 53 53 53 
ENST00000582081 ENST00000577997 	ENST00000264515 ENST00000367164 	4645 4645 	4090 3976 	4645 4645 	4090 3976 	53 53 	53 53 
ENST00000452596 ENST00000583640 ENST00000429724 ENST00000499304 ENST00000437287 ENST00000442199 ENST00000449501 	ENST00000383605 ENST00000383619 ENST00000478740 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000456012 ENST00000470780 ENST00000492759 ENST00000450342 ENST00000473059 ENST00000481018 ENST00000462184 ENST00000550728 ENST00000454091 ENST00000488889 ENST00000463148 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	769 769 629 629 629 629 629 	1047 1015 523 711 949 947 947 759 1047 1015 523 711 949 947 947 728 1047 1015 523 711 949 947 947 759 1047 1015 523 711 949 947 947 711 945 945 704 704 945 704 515 728 	769 769 629 629 629 629 629 	1047 1015 523 711 949 947 947 759 1047 1015 523 711 949 947 947 728 1047 1015 523 711 949 947 947 759 1047 1015 523 711 949 947 947 711 945 945 704 704 945 704 515 728 	42 42 42 42 42 42 42 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000371316 	ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	4087 	259 259 259 259 	4087 	265 265 265 265 	35 	31 31 31 31 
ENST00000538183 ENST00000309733 ENST00000478538 ENST00000483793 ENST00000476192 ENST00000558583 ENST00000518152 ENST00000497426 ENST00000474698 ENST00000564145 	ENST00000550534 ENST00000550321 	7192 6620 77 3820 4681 5776 417 4681 4680 639 	609 605 	7192 6620 77 3820 4681 5776 417 4681 4680 639 	609 605 	33 33 33 33 33 33 33 33 33 33 	53 53 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 	ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	57 405 71 646 393 57 405 646 393 	67 67 72 67 	57 405 71 646 393 57 405 646 393 	67 67 72 67 	53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000550703 ENST00000478122 ENST00000555870 ENST00000359242 ENST00000294678 	ENST00000604604 ENST00000406053 ENST00000556347 ENST00000229465 	1114 1076 6397 3285 3262 	989 1801 641 785 	1114 1076 6397 3285 3262 	1005 1817 657 801 	47 47 47 47 47 	37 37 37 37 
ENST00000587548 ENST00000586022 	ENST00000448648 ENST00000284414 	2704 2704 	4420 3189 	2704 2704 	4430 3199 	52 52 	32 32 
ENST00000507477 ENST00000498926 	ENST00000523952 ENST00000380620 ENST00000446190 ENST00000376625 ENST00000520176 	1262 1900 	209 6500 2996 2786 1438 	1271 1909 	226 6517 3013 2803 1455 	36 36 	36 36 36 36 36 
ENST00000492999 	ENST00000450504 ENST00000426791 	277 	424 424 	277 	424 424 	52 	53 53 
ENST00000309733 ENST00000604015 	ENST00000538183 	7651 449 	8379 	7661 459 	8383 	43 43 	33 
ENST00000361851 	ENST00000361899 ENST00000514057 	149 	41 41 	149 	41 41 	53 	52 52 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000476149 ENST00000476192 ENST00000497426 ENST00000474698 	6549 4022 6354 335 5118 3554 7202 15396 1365 1241 6797 1046 1046 	2188 4495 4495 4494 	6549 4022 6354 335 5118 3554 7202 15396 1365 1241 6797 1046 1046 	2196 4503 4503 4502 	53 53 53 53 53 53 53 53 53 53 53 53 53 	44 44 44 44 
ENST00000563411 ENST00000486304 	ENST00000427390 ENST00000560659 ENST00000316397 ENST00000558241 ENST00000524591 ENST00000529978 ENST00000564897 ENST00000568624 ENST00000571828 	418 418 	2637 2126 2367 2949 5189 5217 2783 2849 2780 	418 418 	2637 2126 2367 2949 5189 5217 2783 2849 2780 	53 53 	53 53 53 53 53 53 53 53 53 
ENST00000361335 	ENST00000361381 	151 	-19 	151 	0 	53 	34 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000337630 ENST00000604604 ENST00000295025 ENST00000469718 ENST00000602666 	ENST00000559122 ENST00000359242 ENST00000294678 ENST00000406053 ENST00000356189 ENST00000609084 	2936 3480 2417 7011 2016 1453 9079 610 2628 	138 3939 3916 2311 564 862 	2936 3480 2417 7011 2016 1453 9079 610 2628 	159 3960 3937 2332 585 883 	52 52 52 52 52 52 52 52 52 	31 31 31 31 31 31 
ENST00000487533 ENST00000423841 ENST00000445515 	ENST00000310837 	40 41 40 	244 	40 41 40 	244 	53 53 53 	53 
ENST00000476149 	ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	2064 	6548 4021 334 5117 3553 7201 15395 1364 1240 6796 1045 1045 	2064 	6548 4021 334 5117 3553 7201 15395 1364 1240 6796 1045 1045 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000531383 ENST00000534026 ENST00000508278 ENST00000535529 ENST00000564733 	ENST00000495257 ENST00000475187 ENST00000431693 ENST00000334464 ENST00000378268 ENST00000397893 ENST00000593019 ENST00000562435 ENST00000569997 ENST00000549737 	1174 1008 1301 1301 2256 	516 1676 1099 5762 434 436 600 6060 1475 188 	1179 1013 1306 1306 2261 	516 1676 1099 5762 434 436 600 6060 1475 188 	48 48 48 48 48 	53 53 53 53 53 53 53 53 53 53 
ENST00000551866 ENST00000558924 	ENST00000580201 	218 899 	20 	226 907 	24 	45 45 	32 
ENST00000492999 	ENST00000450504 ENST00000426791 	288 	424 424 	288 	424 424 	52 	53 53 
ENST00000569475 ENST00000261267 	ENST00000534447 	128 891 	2568 	128 891 	2568 	35 35 	36 
ENST00000358654 	ENST00000309033 	2956 	3460 	2956 	3479 	35 	34 
ENST00000525504 	ENST00000488888 	19 	-10 	19 	0 	53 	42 
ENST00000257904 	ENST00000591790 ENST00000504904 ENST00000292069 ENST00000592189 ENST00000342634 	1919 	3896 3036 2478 2572 2700 	1919 	3896 3036 2478 2572 2700 	51 	38 38 38 38 38 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	420 420 	278 	420 420 	53 	52 52 
ENST00000555870 	ENST00000610020 	3454 	5649 	3466 	5667 	32 	35 
ENST00000569988 	ENST00000554644 	972 	2690 	992 	2699 	31 	44 
ENST00000512797 ENST00000510993 ENST00000474167 ENST00000461022 	ENST00000411586 	606 691 651 681 	714 	606 691 651 681 	714 	53 53 53 53 	53 
ENST00000591344 ENST00000459901 ENST00000397622 	ENST00000376088 ENST00000488252 ENST00000591566 ENST00000585679 ENST00000462790 ENST00000494489 ENST00000594930 	7113 1757 2293 	7446 2661 3211 316 944 494 7446 	7113 1757 2293 	7446 2661 3211 316 944 494 7446 	52 52 52 	37 37 37 37 37 37 37 
ENST00000472531 	ENST00000549591 ENST00000378228 ENST00000378217 	768 	752 1348 1440 	768 	752 1348 1440 	53 	52 52 52 
ENST00000506472 	ENST00000567425 ENST00000564372 ENST00000565289 ENST00000563014 ENST00000416379 ENST00000339375 ENST00000450876 ENST00000345589 	1034 	2450 2584 3473 2199 2450 2584 3473 2199 	1034 	2450 2584 3473 2199 2450 2584 3473 2199 	31 	42 42 42 42 42 42 42 42 
ENST00000559088 ENST00000288111 ENST00000561137 ENST00000396813 ENST00000558340 ENST00000561273 ENST00000559483 	ENST00000399409 ENST00000560163 ENST00000560207 	75 836 2088 828 984 1085 562 	312 229 117 	75 836 2088 828 984 1085 562 	312 229 117 	53 53 53 53 53 53 53 	51 51 51 
ENST00000321521 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000401491 ENST00000355520 ENST00000558583 ENST00000354232 ENST00000463753 ENST00000282074 ENST00000408926 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000476149 ENST00000476192 ENST00000497426 ENST00000474698 	7794 6334 315 5098 3534 1285 7182 5490 1345 2840 1221 3038 6777 1026 1026 	2197 4504 4504 4503 	7794 6334 315 5098 3534 1285 7182 5490 1345 2840 1221 3038 6777 1026 1026 	2197 4504 4504 4503 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	33 33 33 33 
ENST00000359415 ENST00000264028 ENST00000594860 ENST00000596715 	ENST00000553150 	2257 2064 2257 2064 	229 	2258 2065 2258 2065 	229 	31 31 31 31 	53 
ENST00000586722 ENST00000458297 ENST00000566753 ENST00000610020 ENST00000481617 	ENST00000309955 	588 506 867 7572 3058 	6921 	606 524 885 7590 3076 	6921 	35 35 35 35 35 	39 
ENST00000550977 ENST00000421951 	ENST00000392385 ENST00000508075 ENST00000409562 ENST00000549369 ENST00000531169 ENST00000502413 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000295025 	1295 1131 	475 449 2246 500 2423 796 1249 1167 1528 3719 8229 	1295 1131 	492 466 2263 517 2440 813 1266 1184 1545 3736 8246 	32 32 	35 35 35 35 35 35 35 35 35 35 35 
ENST00000309955 	ENST00000599809 ENST00000601706 ENST00000569239 ENST00000551364 ENST00000412930 	3760 	104 110 1472 104 104 	3760 	115 121 1483 115 115 	53 	42 42 42 42 42 
ENST00000562514 ENST00000561679 ENST00000568563 ENST00000569349 ENST00000561621 ENST00000290881 	ENST00000568503 	427 2741 1894 2652 3417 3467 	1368 	427 2741 1894 2652 3417 3467 	1372 	50 50 50 50 50 50 	49 
ENST00000502891 ENST00000485050 ENST00000281273 ENST00000397061 ENST00000473000 ENST00000366522 ENST00000554241 ENST00000366232 	ENST00000339914 	382 2980 3086 1352 3515 5037 643 85 	339 	382 2980 3086 1352 3515 5037 643 85 	339 	53 53 53 53 53 53 53 53 	37 
ENST00000478538 	ENST00000394511 ENST00000476192 ENST00000355520 ENST00000354232 ENST00000497426 ENST00000474698 	57 	341 4822 7609 1771 4822 4821 	57 	341 4822 7609 1771 4822 4821 	53 	32 32 32 32 32 32 
ENST00000309955 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	3719 	53 59 59 59 146 1421 2132 149 146 53 59 53 92 146 53 53 53 53 53 	3720 	53 59 59 59 146 1421 2132 149 146 53 59 53 92 146 53 53 53 53 53 	51 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000264563 ENST00000431636 ENST00000341840 ENST00000447279 ENST00000329620 ENST00000589272 ENST00000393233 ENST00000445193 	ENST00000560810 	1500 1362 1389 1311 2357 1031 1031 5536 	981 	1506 1368 1395 1317 2363 1037 1037 5542 	981 	38 38 38 38 38 38 38 38 	35 
ENST00000309955 ENST00000599809 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000412930 ENST00000544076 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000558924 	3820 59 2138 155 59 65 59 59 1521 59 59 59 59 	438 	3820 59 2138 155 59 65 59 59 1521 59 59 59 59 	438 	52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000604604 	ENST00000392385 ENST00000508075 ENST00000531169 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000295025 	518 	480 454 2428 1254 1172 1533 3724 8234 	531 	480 454 2428 1254 1172 1533 3724 8234 	39 	53 53 53 53 53 53 53 53 
ENST00000296506 	ENST00000491995 	2882 	283 	2896 	289 	39 	31 
ENST00000489732 	ENST00000257836 	632 	4827 	646 	4827 	39 	34 
ENST00000597852 	ENST00000287594 	809 	2984 	809 	2984 	34 	35 
ENST00000574224 ENST00000569988 	ENST00000493976 	1435 1489 	659 	1435 1489 	659 	46 46 	53 
ENST00000489060 	ENST00000506951 ENST00000533285 	3399 	706 718 	3399 	717 729 	53 	40 40 
ENST00000359939 ENST00000547389 	ENST00000576101 ENST00000569131 	1902 2002 	2299 2291 	1923 2023 	2299 2291 	32 32 	35 35 
ENST00000343526 	ENST00000256861 ENST00000468389 ENST00000476417 ENST00000507956 ENST00000523793 	7168 	5921 1168 6720 1082 843 	7181 	5928 1175 6727 1089 850 	34 	46 46 46 46 46 
ENST00000481771 	ENST00000440904 ENST00000573136 ENST00000573868 	1625 	148 147 148 	1625 	148 147 148 	53 	53 53 53 
ENST00000550977 	ENST00000557060 ENST00000493254 ENST00000604604 ENST00000295025 	2162 	2929 2410 1446 9072 	2162 	2929 2410 1446 9072 	51 	52 52 52 52 
ENST00000303343 ENST00000368404 ENST00000368401 ENST00000368405 ENST00000574773 	ENST00000472858 ENST00000480829 ENST00000277491 ENST00000588821 ENST00000589016 ENST00000310128 ENST00000489158 ENST00000447944 ENST00000415374 ENST00000596577 ENST00000446628 ENST00000223076 ENST00000603371 	810 972 840 677 2473 	48 1995 1995 708 681 2015 1865 3879 3080 1995 2792 495 411 	824 986 854 691 2487 	48 1995 1995 708 681 2015 1865 3879 3080 1995 2792 495 411 	38 38 38 38 38 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449486 	ENST00000589846 ENST00000609923 ENST00000281828 ENST00000488005 	1823 	653 5589 3199 725 	1837 	653 5589 3199 725 	39 	35 35 35 35 
ENST00000519180 	ENST00000281382 ENST00000482786 ENST00000420164 ENST00000306465 	583 	854 685 416 891 	583 	854 685 416 891 	52 	51 51 51 51 
ENST00000565795 	ENST00000361085 ENST00000351773 ENST00000452075 	1086 	3398 3883 4104 	1099 	3420 3905 4126 	38 	31 31 31 
ENST00000421424 ENST00000434133 ENST00000444023 ENST00000563395 ENST00000564564 	ENST00000568293 ENST00000330439 	43 43 122 122 691 	111 508 	43 43 122 122 691 	111 508 	53 53 53 53 53 	51 51 
ENST00000521672 ENST00000518587 ENST00000449818 	ENST00000502784 	459 453 389 	426 	459 453 389 	426 	53 53 53 	51 
ENST00000538183 ENST00000321521 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000309733 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000354232 ENST00000489060 	7063 7951 13245 13188 4552 7339 5647 4552 2743 4551 	6573 30 3773 2084 1584 1617 	7064 7952 13246 13189 4553 7340 5648 4553 2744 4552 	6573 30 3773 2084 1584 1617 	52 52 52 52 52 52 52 52 52 52 	52 52 52 52 52 52 
ENST00000310613 ENST00000550534 ENST00000550321 	ENST00000476192 ENST00000489060 ENST00000497426 	3251 761 749 	5134 2117 5134 	3259 769 757 	5134 2117 5134 	31 31 31 	52 52 52 
ENST00000506690 	ENST00000376396 ENST00000603745 ENST00000422185 ENST00000530958 ENST00000298249 ENST00000373758 	313 	3514 3125 3134 3627 2811 2811 	326 	3514 3125 3134 3627 2811 2811 	33 	32 32 32 32 32 32 
ENST00000430198 ENST00000415560 ENST00000374117 	ENST00000395004 	235 235 235 	463 	235 235 235 	463 	51 51 51 	53 
ENST00000533141 ENST00000399817 ENST00000602569 	ENST00000531688 	364 270 216 	304 	364 270 216 	304 	52 52 52 	53 
ENST00000430198 ENST00000415560 ENST00000374117 	ENST00000395004 	221 221 221 	447 	221 221 221 	447 	50 50 50 	53 
ENST00000538183 ENST00000321521 ENST00000312675 ENST00000543006 ENST00000310613 	ENST00000478538 ENST00000355520 ENST00000489060 ENST00000518152 	7062 7950 13244 13187 2742 	3 7394 1590 343 	7062 7950 13244 13187 2742 	3 7394 1590 343 	53 53 53 53 53 	53 53 53 53 
ENST00000493317 ENST00000471393 ENST00000403842 ENST00000477341 ENST00000453468 	ENST00000494303 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000485945 ENST00000482905 ENST00000488289 ENST00000480465 ENST00000395291 ENST00000568122 	334 258 262 256 262 	336 339 339 362 339 339 339 339 348 339 	334 258 262 256 262 	336 339 339 362 339 339 339 339 348 339 	53 53 53 53 53 	52 52 52 52 52 52 52 52 52 52 
ENST00000546614 ENST00000549545 	ENST00000595529 ENST00000574867 	501 73 	650 2000 	520 92 	668 2018 	34 34 	35 35 
ENST00000312675 ENST00000543006 ENST00000463137 	ENST00000538183 ENST00000309733 ENST00000489060 	13347 13290 4554 	7254 6682 1726 	13357 13300 4564 	7254 6682 1726 	42 42 42 	52 52 52 
ENST00000295269 ENST00000261200 	ENST00000456523 ENST00000483793 ENST00000558583 ENST00000489060 ENST00000408926 	3866 6641 	5086 3522 5478 1366 3026 	3866 6641 	5086 3522 5478 1366 3026 	53 53 	53 53 53 53 53 
ENST00000392385 	ENST00000508075 ENST00000469632 ENST00000481617 	408 	502 609 3772 	408 	504 611 3774 	49 	37 37 37 
ENST00000327767 ENST00000510796 	ENST00000510199 	1820 324 	176 	1820 324 	189 	53 53 	40 
ENST00000595520 	ENST00000553258 ENST00000442514 ENST00000398726 ENST00000548061 	21 	205 205 151 205 	21 	205 205 151 205 	53 	53 53 53 53 
ENST00000481617 ENST00000474698 	ENST00000604604 	3157 5677 	331 	3157 5677 	347 	53 53 	37 
ENST00000409740 	ENST00000309733 ENST00000282074 	3 	6322 1209 	3 	6322 1209 	53 	53 53 
ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000408926 	6547 4020 333 5116 3552 7200 15394 1363 1239 6795 1044 1044 	3124 	6549 4022 335 5118 3554 7202 15396 1365 1241 6797 1046 1046 	3124 	51 51 51 51 51 51 51 51 51 51 51 51 	33 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 	2566 1908 1297 	3692 	2566 1908 1297 	3703 	51 51 51 	42 
ENST00000538183 ENST00000558583 	ENST00000481729 ENST00000489060 	7495 6078 	546 2267 	7495 6078 	546 2267 	49 49 	52 52 
ENST00000485672 ENST00000318110 ENST00000592502 ENST00000425340 ENST00000371435 ENST00000395961 ENST00000570846 ENST00000568107 ENST00000565499 ENST00000336926 ENST00000434438 ENST00000575057 ENST00000576304 ENST00000608752 	ENST00000561371 ENST00000467972 	762 1576 1518 1363 2015 2298 497 11956 677 6642 6483 6642 6483 762 	354 1656 	766 1580 1522 1367 2019 2302 501 11960 681 6646 6487 6646 6487 766 	358 1660 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 	31 31 
