ENST00000580755 	ENST00000592379 	281 	25 	281 	38 	53 	38 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000396599 ENST00000454675 ENST00000461458 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	125 125 125 122 125 124 125 125 125 148 125 125 125 125 125 134 	132 	125 125 125 122 125 124 125 125 125 148 125 125 125 125 125 134 	132 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	689 697 	253 	689 697 	253 	53 53 	53 
ENST00000478266 	ENST00000427996 ENST00000436110 ENST00000430835 	612 	1055 1155 879 	612 	1055 1155 879 	50 	52 52 52 
ENST00000360265 ENST00000420658 ENST00000358461 	ENST00000323460 	3024 3314 3062 	4310 	3024 3314 3062 	4325 	52 52 52 	32 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	ENST00000604922 	536 538 412 538 546 534 520 	204 	536 538 412 538 546 534 520 	204 	53 53 53 53 53 53 53 	53 
ENST00000275884 ENST00000461883 ENST00000496613 ENST00000492720 ENST00000475837 ENST00000537639 	ENST00000471694 ENST00000355354 	1706 1403 1577 1535 576 1433 	5634 3859 	1706 1403 1577 1535 576 1433 	5634 3859 	53 53 53 53 53 53 	35 35 
ENST00000346798 ENST00000354192 ENST00000348990 ENST00000357903 ENST00000440126 ENST00000439274 ENST00000358918 ENST00000359726 ENST00000448388 	ENST00000460469 	2548 2248 2436 2624 2708 2380 2660 2546 2376 	386 	2548 2248 2436 2624 2708 2380 2660 2546 2376 	401 	52 52 52 52 52 52 52 52 52 	33 
ENST00000606080 	ENST00000610020 	4743 	7650 	4743 	7650 	48 	36 
ENST00000312932 ENST00000403484 ENST00000467218 ENST00000405717 ENST00000464335 ENST00000478762 ENST00000402592 ENST00000439838 	ENST00000399613 ENST00000282391 	1065 794 900 885 603 347 628 307 	2977 2578 	1065 794 900 885 603 347 628 307 	2992 2593 	52 52 52 52 52 52 52 52 	33 33 
ENST00000377047 	ENST00000300527 ENST00000409416 ENST00000397763 ENST00000485591 ENST00000357838 ENST00000310645 	1927 	919 878 842 471 897 897 	1930 	923 882 846 475 901 901 	49 	46 46 46 46 46 46 
ENST00000546654 	ENST00000564755 	103 	191 	103 	191 	53 	52 
ENST00000425761 ENST00000466086 ENST00000413500 	ENST00000449131 	345 211 209 	4194 	345 211 209 	4194 	53 53 53 	51 
ENST00000592682 ENST00000589409 	ENST00000593280 	137 136 	117 	137 136 	117 	53 53 	53 
ENST00000396401 ENST00000521604 ENST00000521086 ENST00000522397 ENST00000520534 ENST00000518310 ENST00000517351 ENST00000521836 ENST00000518784 ENST00000420496 	ENST00000462432 ENST00000302787 ENST00000219596 ENST00000339854 ENST00000537682 ENST00000542898 ENST00000536980 ENST00000538326 ENST00000334116 ENST00000591340 ENST00000374723 ENST00000470972 ENST00000374720 	388 532 469 248 151 366 374 469 162 162 	738 5062 3069 2529 3187 3280 2554 3167 3538 3401 7742 8535 8613 	388 532 469 248 151 366 374 469 162 162 	738 5062 3069 2529 3187 3280 2554 3167 3538 3401 7742 8535 8613 	53 53 53 53 53 53 53 53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000434913 ENST00000517577 ENST00000450676 	ENST00000449131 	239 240 239 	4164 	239 240 239 	4164 	47 47 47 	53 
ENST00000503702 	ENST00000571707 ENST00000521647 ENST00000401453 	315 	1361 2710 2479 	328 	1361 2710 2479 	34 	52 52 52 
ENST00000309983 	ENST00000255266 ENST00000508173 	1350 	4657 4721 	1350 	4678 4742 	53 	31 31 
ENST00000479145 ENST00000295025 	ENST00000564458 ENST00000564795 	128 9236 	937 937 	128 9236 	937 937 	52 52 	53 53 
ENST00000586778 ENST00000589919 	ENST00000586622 	517 251 	162 	517 251 	162 	53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	73 71 213 	4187 	73 71 213 	4187 	53 53 53 	52 
ENST00000286317 ENST00000420343 	ENST00000262811 	1201 1211 	4170 	1201 1211 	4175 	53 53 	33 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	185 227 253 129 228 228 	284 284 284 	185 227 253 129 228 228 	284 284 284 	51 51 51 51 51 51 	52 52 52 
ENST00000434913 	ENST00000449131 	236 	4144 	236 	4144 	53 	53 
ENST00000199940 	ENST00000505658 ENST00000393227 ENST00000240304 ENST00000508482 ENST00000504065 ENST00000544170 	88 	994 939 935 842 265 842 	104 	1006 951 947 854 277 854 	36 	41 41 41 41 41 41 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000508075 ENST00000409562 ENST00000550703 ENST00000546643 ENST00000478122 ENST00000566753 ENST00000481617 ENST00000604604 ENST00000295025 	ENST00000538183 ENST00000476192 ENST00000497426 	2462 2462 683 657 2454 1076 858 1038 1736 3927 807 8437 	7679 5170 5170 	2462 2462 683 657 2454 1076 858 1038 1736 3927 807 8437 	7679 5170 5170 	53 53 53 53 53 53 53 53 53 53 53 53 	38 38 38 
ENST00000507623 ENST00000380638 	ENST00000463943 	350 350 	417 	350 350 	417 	49 49 	50 
ENST00000600341 	ENST00000498564 ENST00000477295 ENST00000499676 ENST00000592551 ENST00000495579 ENST00000485314 ENST00000463669 ENST00000465377 ENST00000492011 ENST00000483144 	178 	1041 952 6805 1352 1041 952 1041 952 1041 952 	186 	1041 952 6805 1352 1041 952 1041 952 1041 952 	45 	51 51 51 51 51 51 51 51 51 51 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	7 	299 269 269 261 269 	7 	53 53 53 53 53 	52 
ENST00000416139 ENST00000446445 	ENST00000592379 	282 282 	33 	282 282 	33 	53 53 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3793 	331 349 215 213 554 354 386 354 331 	3793 	53 53 53 53 53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	408 	197 197 	408 	53 53 	53 
ENST00000517577 	ENST00000449131 	216 	4175 	216 	4175 	53 	52 
ENST00000337435 ENST00000437912 	ENST00000449131 	6003 7051 	3742 	6003 7051 	3742 	52 52 	53 
ENST00000536863 	ENST00000289292 ENST00000483955 ENST00000376020 ENST00000601085 ENST00000600171 ENST00000597854 	2037 	5920 589 9215 5920 9215 589 	2037 	5920 589 9215 5920 9215 589 	52 	52 52 52 52 52 52 
ENST00000439986 ENST00000433351 ENST00000264441 	ENST00000427057 ENST00000458162 ENST00000228820 ENST00000447133 	3396 3103 2805 	2840 2733 2858 2805 	3417 3124 2826 	2856 2749 2874 2821 	32 32 32 	35 35 35 35 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	771 739 247 435 673 671 671 452 669 669 428 428 669 428 239 452 	42 42 42 42 42 42 42 	771 739 247 435 673 671 671 452 669 669 428 428 669 428 239 452 	48 48 48 48 48 48 48 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	45 45 45 45 45 45 45 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	157 347 182 139 79 67 67 90 67 90 67 90 67 67 76 	159 	157 347 182 139 79 67 67 90 67 90 67 90 67 67 76 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000339656 	ENST00000381930 	5972 	3227 	5972 	3242 	53 	38 
ENST00000382346 	ENST00000560386 ENST00000238831 ENST00000596009 	1635 	3297 4269 1323 	1635 	3297 4269 1323 	33 	53 53 53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	429 380 	1109 1126 	429 380 	1109 1126 	53 53 	53 53 
ENST00000429494 ENST00000344420 ENST00000414029 	ENST00000367474 	1664 1733 1524 	5265 	1664 1733 1524 	5277 	38 38 38 	31 
ENST00000482506 ENST00000395517 ENST00000465295 ENST00000472975 ENST00000418441 ENST00000496412 ENST00000396599 ENST00000454675 ENST00000403842 ENST00000423231 ENST00000398929 ENST00000495531 ENST00000600955 ENST00000430225 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000482905 ENST00000488289 ENST00000480465 ENST00000395291 ENST00000568122 	ENST00000515262 	100 100 100 100 100 98 100 99 100 100 13 100 99 100 100 123 100 100 100 100 100 100 109 100 	142 	100 100 100 100 100 98 100 99 100 100 13 100 99 100 100 123 100 100 100 100 100 100 109 100 	142 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000395699 	ENST00000512825 	6159 	643 	6159 	644 	53 	31 
ENST00000446445 	ENST00000592379 	281 	59 	281 	59 	53 	53 
ENST00000416938 	ENST00000284878 ENST00000341446 ENST00000524543 ENST00000528080 ENST00000397461 ENST00000336095 ENST00000329627 ENST00000422163 ENST00000446079 ENST00000471602 ENST00000477916 ENST00000374555 ENST00000602198 ENST00000449697 ENST00000526829 ENST00000320672 ENST00000356495 ENST00000328914 ENST00000428549 ENST00000585850 ENST00000221996 ENST00000419892 ENST00000343450 ENST00000565987 ENST00000562263 ENST00000471841 ENST00000581419 ENST00000467205 ENST00000254942 ENST00000566051 ENST00000603068 ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000518898 ENST00000498702 ENST00000377996 ENST00000469733 ENST00000574039 ENST00000570810 ENST00000327794 ENST00000483959 ENST00000468371 ENST00000558118 ENST00000340417 ENST00000510877 ENST00000442461 ENST00000446851 ENST00000395283 ENST00000395282 ENST00000287908 ENST00000394622 ENST00000451353 ENST00000581287 ENST00000360388 ENST00000569455 ENST00000518345 ENST00000583206 ENST00000370272 ENST00000392690 ENST00000475467 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000374045 ENST00000489283 ENST00000481823 ENST00000539310 ENST00000510199 ENST00000243673 ENST00000462646 ENST00000596926 ENST00000343366 ENST00000487256 ENST00000367612 ENST00000598593 ENST00000599634 ENST00000594997 ENST00000605421 ENST00000560810 	3232 	4469 3291 1738 1875 84 6174 7448 509 64 -3 1318 423 70 560 546 6058 3419 8057 1343 1223 1729 1647 2074 51 28 4895 65 74 1913 494 1895 2278 2098 1753 1678 1600 413 560 875 182 509 64 7588 6 2253 323 3752 3077 2991 2820 3107 3250 3982 3758 281 341 2802 103 109 244 5694 3142 426 2061 1406 1391 4579 172 165 165 60 2391 119 378 1003 927 4997 172 165 165 187 928 	3244 	4477 3299 1746 1883 92 6182 7456 517 72 5 1326 431 78 568 554 6066 3427 8065 1351 1231 1737 1655 2082 59 36 4903 73 82 1921 502 1903 2286 2106 1761 1686 1608 421 568 883 190 517 72 7596 14 2261 331 3760 3085 2999 2828 3115 3258 3990 3766 289 349 2810 111 117 252 5702 3150 434 2069 1414 1399 4587 180 173 173 68 2399 127 386 1011 935 5005 180 173 173 195 936 	32 	45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 
ENST00000419916 ENST00000378424 ENST00000378427 ENST00000484099 ENST00000476686 ENST00000378425 ENST00000444521 	ENST00000370353 	2625 2642 2570 2452 2382 2590 2635 	3929 	2625 2642 2570 2452 2382 2590 2635 	3939 	53 53 53 53 53 53 53 	31 
ENST00000323496 	ENST00000463943 	265 	283 	265 	283 	50 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	282 282 	34 	282 282 	34 	53 53 	53 
ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 	ENST00000296955 ENST00000533453 	590 1792 1725 2125 	1751 3356 	590 1792 1725 2125 	1751 3356 	53 53 53 53 	52 52 
ENST00000323496 	ENST00000463943 	257 	353 	257 	353 	52 	53 
ENST00000446445 	ENST00000592379 	281 	56 	281 	56 	53 	53 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	33 	299 269 269 261 269 	33 	52 52 52 52 52 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	73 71 213 	4192 	73 71 213 	4192 	53 53 53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 546 518 518 	241 	518 518 546 518 518 	241 	53 53 53 53 53 	52 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000474167 	ENST00000604922 	554 428 554 562 550 	179 	554 428 554 562 550 	179 	53 53 53 53 53 	53 
ENST00000574872 	ENST00000520221 	664 	48 	664 	48 	53 	53 
ENST00000461285 ENST00000469544 ENST00000495614 ENST00000461470 ENST00000485321 ENST00000464623 	ENST00000442281 ENST00000429656 ENST00000603274 ENST00000445820 ENST00000428199 	723 386 634 723 386 634 	19 19 19 19 19 	723 386 634 723 386 634 	40 40 40 40 40 	50 50 50 50 50 50 	32 32 32 32 32 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	153 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	153 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000467951 ENST00000541436 	ENST00000546087 ENST00000535372 	417 435 	400 203 	417 435 	400 203 	53 53 	53 53 
ENST00000396467 ENST00000352983 ENST00000396466 ENST00000396465 ENST00000435330 ENST00000431653 ENST00000469948 ENST00000468715 ENST00000468161 ENST00000398410 ENST00000497299 	ENST00000449131 	221 488 213 761 229 380 75 202 202 207 15 	3558 	221 488 213 761 229 380 75 202 202 207 15 	3558 	52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	687 695 683 	200 	687 695 683 	200 	53 53 53 	53 
ENST00000273317 	ENST00000284290 ENST00000441174 	5499 	3323 3455 	5499 	3342 3474 	53 	34 34 
ENST00000416139 ENST00000446445 	ENST00000592379 	293 293 	139 	293 293 	139 	52 52 	52 
ENST00000508278 ENST00000535529 	ENST00000559514 	1327 1327 	1923 	1344 1344 	1932 	34 34 	34 
ENST00000517577 	ENST00000449131 	228 	4168 	228 	4168 	53 	53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	265 265 257 265 	15 	265 265 257 265 	15 	53 53 53 53 	53 
ENST00000517577 ENST00000492727 	ENST00000449131 	219 216 	4179 	219 216 	4179 	52 52 	50 
ENST00000434913 ENST00000517577 	ENST00000449131 	232 233 	4179 	232 233 	4179 	53 53 	50 
ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	53 	53 
ENST00000529460 ENST00000527186 ENST00000601722 ENST00000600126 	ENST00000534438 ENST00000601832 	281 995 281 995 	222 222 	281 995 281 995 	222 222 	53 53 53 53 	52 52 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	402 	182 182 	402 	53 53 	53 
ENST00000497322 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1837 208 250 276 152 251 	418 344 418 344 	1837 208 250 276 152 251 	418 344 418 344 	53 53 53 53 53 53 	51 51 51 51 
ENST00000438793 ENST00000346918 ENST00000345721 ENST00000348126 ENST00000304400 ENST00000455264 ENST00000379799 ENST00000511429 ENST00000274392 ENST00000379787 	ENST00000468198 ENST00000370353 ENST00000323460 	2073 2062 1922 1655 1789 1683 920 621 1684 1976 	835 3923 4307 	2073 2062 1922 1655 1789 1683 920 621 1684 1976 	850 3938 4322 	52 52 52 52 52 52 52 52 52 52 	31 31 31 
ENST00000514057 	ENST00000373059 ENST00000401070 ENST00000401069 	480 	1946 2078 2525 	480 	1946 2078 2525 	52 	53 53 53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	185 227 253 129 228 228 	284 284 284 	185 227 253 129 228 228 	284 284 284 	51 51 51 51 51 51 	52 52 52 
ENST00000549143 ENST00000548567 ENST00000351328 	ENST00000260356 	2360 2608 2526 	5568 	2360 2608 2526 	5579 	52 52 52 	31 
ENST00000469535 	ENST00000477916 	4458 	662 	4463 	683 	35 	31 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000496137 	4659 4933 4660 4660 5037 2505 4660 4665 4932 4660 815 4660 4660 4660 4660 	401 	4659 4933 4660 4660 5037 2505 4660 4665 4932 4660 815 4660 4660 4660 4660 	401 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	46 
ENST00000469535 	ENST00000477916 	4458 	662 	4463 	683 	35 	31 
ENST00000585983 ENST00000587286 	ENST00000423582 	73 73 	376 	73 73 	376 	53 53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4161 	239 240 	4161 	53 53 	52 
ENST00000553078 ENST00000550641 ENST00000547867 	ENST00000356790 	258 234 201 	1873 	258 234 201 	1873 	36 36 36 	38 
ENST00000230050 ENST00000484616 ENST00000440335 ENST00000463278 ENST00000466297 	ENST00000371207 ENST00000543964 ENST00000371203 ENST00000539125 	516 524 305 303 309 	8002 7874 8076 7958 	516 524 305 303 309 	8002 7874 8076 7958 	53 53 53 53 53 	53 53 53 53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000460217 ENST00000438981 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000437629 	5838 6382 6109 5839 6486 7253 6109 5844 6111 5839 1994 236 200 6109 6109 6109 6109 	237 	5838 6382 6109 5839 6486 7253 6109 5844 6111 5839 1994 236 200 6109 6109 6109 6109 	237 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000527132 ENST00000396505 ENST00000326932 	ENST00000494901 ENST00000441087 	1243 2268 2254 	2344 -14 	1243 2268 2254 	2359 1 	53 53 53 	31 31 
ENST00000361377 ENST00000396954 ENST00000502402 ENST00000450852 ENST00000510818 ENST00000508922 	ENST00000286548 	1055 1655 2724 1213 1130 1117 	1671 	1055 1655 2724 1213 1130 1117 	1671 	53 53 53 53 53 53 	51 
ENST00000416139 ENST00000475608 	ENST00000592379 	227 224 	59 	227 224 	59 	52 52 	53 
ENST00000442138 	ENST00000357613 ENST00000568559 	3793 	3917 3497 	3793 	3917 3497 	53 	43 43 
ENST00000468812 ENST00000489459 ENST00000355968 ENST00000494484 ENST00000419275 ENST00000585245 ENST00000583101 ENST00000405422 ENST00000414949 ENST00000527147 ENST00000557078 	ENST00000225964 	363 519 429 1744 351 393 393 318 318 324 320 	4545 	363 519 429 1744 351 393 393 318 318 324 320 	4560 	53 53 53 53 53 53 53 53 53 53 53 	36 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	341 364 359 365 396 364 341 	4158 	341 364 359 365 396 364 341 	4158 	53 53 53 53 53 53 53 	52 
ENST00000351581 ENST00000345535 ENST00000251303 ENST00000563995 	ENST00000568556 	125 125 112 80 	47 	125 125 112 80 	47 	52 52 52 52 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4188 	76 74 216 	4188 	53 53 53 	53 
ENST00000584196 ENST00000582966 ENST00000225724 ENST00000403396 	ENST00000309955 	2018 2018 2598 3517 	3711 	2018 2018 2598 3517 	3711 	52 52 52 52 	53 
ENST00000299576 ENST00000309377 ENST00000309357 	ENST00000341446 ENST00000492283 	1069 1149 1054 	2285 500 	1069 1149 1054 	2305 520 	53 53 53 	32 32 
ENST00000314888 ENST00000486788 	ENST00000402802 	5731 19 	1577 	5731 19 	1589 	53 53 	33 
ENST00000474142 ENST00000564663 ENST00000563294 ENST00000375258 ENST00000559920 ENST00000507855 ENST00000274255 ENST00000366118 ENST00000596143 ENST00000577583 ENST00000366932 ENST00000372136 ENST00000356311 ENST00000297578 ENST00000523256 ENST00000521645 ENST00000591344 ENST00000497842 ENST00000481107 ENST00000576599 ENST00000571954 ENST00000443537 ENST00000553458 ENST00000355274 	ENST00000398004 ENST00000506472 ENST00000447755 	-4 399 292 3036 1212 511 2885 348 4867 3420 1644 1450 1157 1784 1604 1708 6240 781 811 74 48 622 4182 214 	2684 980 608 	13 416 309 3053 1229 528 2902 365 4884 3437 1661 1467 1174 1801 1621 1725 6257 798 828 91 65 639 4199 231 	2698 994 622 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 	39 39 39 
ENST00000574872 	ENST00000519266 ENST00000520221 	691 	194 34 	691 	194 34 	52 	53 53 
