ENST00000462616 	ENST00000288167 ENST00000475124 ENST00000494338 	2509 	836 1860 783 	2509 	856 1880 803 	33 	33 33 33 
ENST00000443182 ENST00000451932 ENST00000419847 ENST00000436569 ENST00000428037 ENST00000442427 ENST00000439612 ENST00000417824 ENST00000436497 ENST00000449173 ENST00000552116 ENST00000442479 ENST00000449450 ENST00000417144 ENST00000425568 ENST00000421354 ENST00000429956 ENST00000422860 ENST00000421106 ENST00000440499 ENST00000442698 ENST00000551350 ENST00000383446 ENST00000361076 ENST00000383448 ENST00000418840 ENST00000432539 ENST00000451534 ENST00000415034 ENST00000431049 ENST00000412992 ENST00000417419 ENST00000552605 ENST00000422756 ENST00000425649 ENST00000434446 ENST00000415170 ENST00000449874 ENST00000432174 ENST00000420075 ENST00000438330 ENST00000456223 ENST00000428271 ENST00000552467 ENST00000415373 ENST00000444402 ENST00000415345 ENST00000451042 ENST00000447656 ENST00000416094 ENST00000428905 ENST00000427244 ENST00000415770 ENST00000450513 ENST00000550393 ENST00000413922 ENST00000454478 ENST00000412012 ENST00000438641 ENST00000442870 ENST00000416852 ENST00000453036 ENST00000453772 ENST00000438546 ENST00000438842 ENST00000546462 ENST00000375976 ENST00000211379 ENST00000437771 ENST00000435080 ENST00000434444 ENST00000452994 ENST00000456622 ENST00000428326 ENST00000451898 ENST00000404765 ENST00000375964 ENST00000439687 ENST00000362049 	ENST00000471694 ENST00000355354 	895 998 1026 910 900 709 823 802 996 939 1021 891 998 1026 910 896 709 823 802 996 939 1021 899 998 1026 910 875 709 823 802 996 939 1021 895 998 1026 910 875 709 823 802 996 939 1021 891 998 1026 910 896 709 823 802 996 939 1021 882 998 1026 910 874 709 823 802 996 939 1021 891 1026 910 896 709 823 802 996 939 1021 1063 972 972 	5638 3863 	895 998 1026 910 900 709 823 802 996 939 1021 891 998 1026 910 896 709 823 802 996 939 1021 899 998 1026 910 875 709 823 802 996 939 1021 895 998 1026 910 875 709 823 802 996 939 1021 891 998 1026 910 896 709 823 802 996 939 1021 882 998 1026 910 874 709 823 802 996 939 1021 891 1026 910 896 709 823 802 996 939 1021 1063 972 972 	5638 3863 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	40 40 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	ENST00000449131 	350 373 368 374 375 573 373 373 350 	3788 	350 373 368 374 375 573 373 373 350 	3788 	50 50 50 50 50 50 50 50 50 	51 
ENST00000425761 	ENST00000449131 	348 	4179 	348 	4179 	52 	50 
ENST00000589231 	ENST00000355086 ENST00000357825 	501 	6205 5668 	517 	6205 5668 	31 	33 33 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	385 	861 665 1881 	385 	861 665 1881 	53 	52 52 52 
ENST00000446445 	ENST00000592379 	280 	59 	280 	59 	53 	51 
ENST00000474167 ENST00000389400 	ENST00000604922 	645 679 	241 	645 679 	241 	52 52 	51 
ENST00000534312 ENST00000527926 ENST00000525763 ENST00000395850 ENST00000533403 ENST00000351554 ENST00000528987 ENST00000415002 ENST00000445143 ENST00000426650 ENST00000437761 ENST00000527577 ENST00000528700 	ENST00000373484 	83 75 94 148 117 199 2145 337 182 126 246 250 292 	3139 	83 75 94 148 117 199 2145 337 182 126 246 250 292 	3139 	52 52 52 52 52 52 52 52 52 52 52 52 52 	38 
ENST00000245185 ENST00000562017 ENST00000561491 ENST00000567300 	ENST00000459993 ENST00000431842 	722 839 520 352 	4035 6467 	722 839 520 352 	4043 6475 	53 53 53 53 	32 32 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	601 609 601 	274 	601 609 601 	274 	53 53 53 	53 
ENST00000322764 ENST00000354434 ENST00000392910 ENST00000449423 	ENST00000354449 	1354 913 986 913 	4869 	1354 913 986 913 	4869 	53 53 53 53 	53 
ENST00000560975 ENST00000358278 ENST00000357980 ENST00000558347 ENST00000559397 ENST00000267996 ENST00000404484 ENST00000558544 ENST00000558264 ENST00000558072 	ENST00000560723 	2787 1083 1143 895 1010 1010 939 772 2030 457 	460 	2787 1083 1143 895 1010 1010 939 772 2030 457 	471 	52 52 52 52 52 52 52 52 52 52 	42 
ENST00000484430 ENST00000398981 ENST00000389400 ENST00000411660 	ENST00000604922 	595 603 621 595 	218 	595 603 621 595 	218 	53 53 53 53 	53 
ENST00000416139 ENST00000475608 	ENST00000592379 	227 224 	33 	227 224 	33 	52 52 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	105 103 245 	4192 	105 103 245 	4192 	48 48 48 	51 
ENST00000445123 	ENST00000550466 ENST00000521576 ENST00000297798 ENST00000411432 ENST00000553262 	1185 	555 213 213 3513 555 	1197 	555 213 213 3513 555 	31 	39 39 39 39 39 
ENST00000549883 	ENST00000599515 	197 	467 	197 	467 	52 	52 
ENST00000540296 ENST00000544564 ENST00000541571 ENST00000538104 ENST00000535424 	ENST00000446827 ENST00000565601 	204 229 608 137 62 	194 226 	204 229 608 137 62 	194 226 	52 52 52 52 52 	53 53 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	68 68 68 91 68 68 91 68 68 77 	137 	68 68 68 91 68 68 91 68 68 77 	137 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	426 	182 182 	426 	53 53 	51 
ENST00000412332 	ENST00000316586 	39 	3881 	39 	3881 	53 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3788 	331 349 215 213 554 354 386 354 331 	3788 	53 53 53 53 53 53 53 53 53 	51 
ENST00000546474 	ENST00000439461 ENST00000599581 	13637 	1862 1914 	13637 	1881 1933 	32 	32 32 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 385 386 384 361 	3803 	361 384 379 385 386 384 361 	3803 	53 53 53 53 53 53 53 	53 
ENST00000550977 ENST00000488088 ENST00000604604 	ENST00000394511 ENST00000312675 ENST00000543006 	2023 448 1136 	296 13470 13413 	2044 469 1157 	296 13470 13413 	31 31 31 	51 51 51 
ENST00000507623 ENST00000380638 	ENST00000463943 	180 180 	426 	180 180 	426 	53 53 	51 
ENST00000416139 ENST00000475608 	ENST00000592379 	225 222 	59 	225 222 	59 	51 51 	53 
ENST00000537369 	ENST00000295269 ENST00000355520 	174 	3689 6869 	193 	3689 6869 	34 	53 53 
ENST00000519109 ENST00000520560 	ENST00000391680 	86 140 	581 	86 140 	581 	53 53 	53 
ENST00000323926 ENST00000336916 ENST00000354785 ENST00000492816 ENST00000443816 ENST00000356005 ENST00000456923 ENST00000461974 ENST00000485567 ENST00000359671 	ENST00000471694 ENST00000355354 	6543 6270 6647 7414 6005 6000 2155 137 94 6270 	5640 3865 	6543 6270 6647 7414 6005 6000 2155 137 94 6270 	5640 3865 	53 53 53 53 53 53 53 53 53 53 	38 38 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	692 700 688 	179 	692 700 688 	179 	51 51 51 	52 
ENST00000508280 ENST00000506484 	ENST00000566692 ENST00000329099 	885 811 	2683 2683 	888 814 	2683 2683 	41 41 	53 53 
ENST00000527344 	ENST00000530101 	230 	1711 	230 	1711 	53 	52 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 535 543 531 517 561 	218 	533 535 409 535 543 531 517 561 	218 	53 53 53 53 53 53 53 53 	53 
ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 	ENST00000453156 	634 1836 1769 2169 	541 	634 1836 1769 2169 	555 	52 52 52 52 	39 
ENST00000478193 ENST00000299381 ENST00000470481 	ENST00000492502 ENST00000533958 	119 335 999 	159 80 	119 335 999 	159 80 	53 53 53 	53 53 
ENST00000598366 ENST00000601845 ENST00000593601 ENST00000595537 ENST00000594960 ENST00000599415 ENST00000601143 ENST00000597869 ENST00000597751 ENST00000598282 ENST00000598503 ENST00000601751 ENST00000598227 ENST00000331925 ENST00000573283 ENST00000575842 ENST00000576917 ENST00000574671 ENST00000576209 ENST00000575087 ENST00000576544 ENST00000572105 ENST00000576214 ENST00000571691 ENST00000575994 ENST00000575659 	ENST00000419932 	734 759 1014 640 446 472 778 651 682 785 596 799 687 734 759 1014 640 446 472 778 651 682 785 596 799 687 	201 	734 759 1014 640 446 472 778 651 682 785 596 799 687 734 759 1014 640 446 472 778 651 682 785 596 799 687 	220 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	34 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	175 217 243 119 	280 280 280 	175 217 243 119 	280 280 280 	53 53 53 53 	52 52 52 
ENST00000316848 ENST00000559228 ENST00000450403 	ENST00000313056 	3208 3232 3181 	3570 	3212 3236 3185 	3571 	31 31 31 	52 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	81 81 104 81 81 90 	116 	81 81 104 81 81 90 	116 	53 53 53 53 53 53 	53 
ENST00000222482 ENST00000445470 ENST00000587483 	ENST00000493896 	2028 1948 1504 	481 	2029 1949 1505 	484 	42 42 42 	48 
ENST00000474582 ENST00000392301 ENST00000605436 	ENST00000492328 ENST00000568935 	112 402 402 	524 524 	112 402 402 	541 541 	53 53 53 	36 36 
ENST00000557060 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000604604 ENST00000602666 	ENST00000478538 ENST00000558583 ENST00000489060 ENST00000518152 	2933 2414 7008 1005 1450 2625 	10 5709 1597 350 	2933 2414 7008 1005 1638 2625 	10 5709 1597 350 	53 53 53 53 53 53 	51 51 51 51 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	601 609 601 	286 	601 609 601 	286 	52 52 52 	53 
ENST00000372977 	ENST00000372371 ENST00000497558 ENST00000571896 ENST00000521244 ENST00000319387 ENST00000367636 	6056 	5355 2689 1724 1174 1192 1155 	6056 	5375 2709 1744 1194 1212 1175 	52 	32 32 32 32 32 32 
ENST00000497322 ENST00000483598 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1804 99 175 217 243 119 	418 344 418 344 	1804 99 175 217 243 119 	418 344 418 344 	53 53 53 53 53 53 	51 51 51 51 
ENST00000511549 ENST00000447763 ENST00000510112 	ENST00000504931 	236 236 237 	7317 	236 236 237 	7317 	50 50 50 	53 
ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 ENST00000491289 	57 57 57 80 57 57 57 80 57 57 57 66 	154 3684 	57 57 57 80 57 57 57 80 57 57 57 66 	154 3684 	52 52 52 52 52 52 52 52 52 52 52 52 	34 34 
ENST00000574872 	ENST00000519266 ENST00000520221 	733 	207 47 	733 	207 47 	39 	45 45 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 384 385 386 361 	3738 	361 384 385 386 361 	3738 	53 53 53 53 53 	53 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000474167 	ENST00000604922 	546 420 546 554 542 	262 	546 420 546 554 542 	262 	53 53 53 53 53 	53 
ENST00000532160 	ENST00000534227 ENST00000532445 	74 	218 218 	74 	218 218 	53 	53 53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	450 401 	1106 1123 	450 401 	1106 1123 	51 51 	52 52 
ENST00000474167 	ENST00000604922 	669 	233 	669 	233 	53 	52 
ENST00000370035 ENST00000483371 	ENST00000393658 	3048 5786 	415 	3048 5786 	424 	53 53 	31 
ENST00000529945 	ENST00000449131 	8241 	3768 	8241 	3768 	52 	52 
ENST00000483598 ENST00000432629 ENST00000393148 ENST00000432393 ENST00000599500 	ENST00000411963 ENST00000492999 ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	116 234 260 235 235 	431 357 431 357 431 357 	116 234 260 235 235 	431 357 431 357 431 357 	52 52 52 52 52 	53 53 53 53 53 53 
ENST00000483421 	ENST00000340717 	373 	1234 	377 	1234 	41 	53 
ENST00000475608 	ENST00000592379 	227 	33 	227 	33 	52 	53 
ENST00000323496 	ENST00000463943 	262 	384 	262 	384 	52 	53 
ENST00000448244 	ENST00000476766 	48 	31 	48 	31 	53 	53 
ENST00000546654 	ENST00000564755 	85 	190 	85 	190 	52 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4164 	239 240 	4164 	52 52 	53 
ENST00000607252 	ENST00000492836 	1038 	216 	1038 	236 	51 	32 
ENST00000425466 ENST00000493479 ENST00000389400 	ENST00000604922 	533 517 561 	233 	533 517 561 	233 	53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000368323 	2731 2732 2732 2732 2836 2732 2737 2731 2732 2732 2732 2732 2732 	2729 	2731 2732 2732 2732 2836 2732 2737 2731 2732 2732 2732 2732 2732 	2729 	52 52 52 52 52 52 52 52 52 52 52 52 52 	32 
ENST00000484430 ENST00000398981 ENST00000451219 ENST00000555161 	ENST00000604922 	523 531 520 502 	296 	523 531 520 502 	296 	53 53 53 53 	53 
ENST00000477341 ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000440049 	ENST00000515262 	29 28 51 28 51 28 	126 	29 28 51 28 51 28 	126 	53 53 53 53 53 53 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	283 283 	34 	283 283 	34 	52 52 	53 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 ENST00000550811 	ENST00000549554 	599 147 123 141 585 	257 	599 147 123 141 585 	257 	53 53 53 53 53 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	290 290 	7 	290 290 	7 	53 53 	51 
ENST00000498161 ENST00000425761 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 554 354 386 354 331 	4123 	331 349 554 354 386 354 331 	4123 	53 53 53 53 53 53 53 	53 
ENST00000391877 	ENST00000355524 ENST00000373798 ENST00000460378 ENST00000343067 ENST00000356093 ENST00000398863 ENST00000393276 ENST00000393274 ENST00000604959 ENST00000576568 ENST00000576265 	1120 	1179 4206 3493 4229 4130 3938 4939 5403 1179 1179 1179 	1120 	1179 4206 3493 4229 4130 3938 4939 5403 1179 1179 1179 	53 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000395270 ENST00000358357 ENST00000434423 ENST00000446813 ENST00000257622 ENST00000575107 ENST00000575723 ENST00000575645 ENST00000574731 ENST00000573728 	ENST00000418663 ENST00000450661 	1030 289 784 966 966 1030 966 966 289 784 	838 837 	1030 289 784 966 966 1030 966 966 289 784 	838 837 	53 53 53 53 53 53 53 53 53 53 	51 51 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4179 	239 240 	4179 	53 53 	50 
ENST00000498752 	ENST00000592379 	257 	25 	257 	25 	53 	51 
ENST00000586778 ENST00000589919 	ENST00000586622 	515 249 	195 	515 249 	195 	53 53 	51 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	404 	182 182 	404 	53 53 	53 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	243 361 	445 445 	243 361 	445 445 	52 52 	52 52 
ENST00000557060 	ENST00000564458 ENST00000564795 	3083 	940 940 	3083 	940 940 	52 	52 52 
ENST00000434913 ENST00000517577 ENST00000450676 	ENST00000449131 	238 239 238 	4167 	238 239 238 	4167 	48 48 48 	51 
ENST00000578332 	ENST00000594630 	764 	-5 	764 	7 	53 	39 
ENST00000398259 ENST00000451219 ENST00000389400 ENST00000555161 	ENST00000604922 	519 520 549 502 	227 	519 520 549 502 	227 	53 53 53 53 	52 
ENST00000467951 ENST00000541436 	ENST00000546087 ENST00000535372 	303 321 	385 188 	303 321 	385 188 	53 53 	53 53 
ENST00000591510 	ENST00000485587 	13 	4342 	13 	4342 	51 	53 
ENST00000300177 ENST00000560830 ENST00000322805 	ENST00000420788 	2654 2501 2342 	105 	2654 2501 2342 	108 	52 52 52 	33 
ENST00000595806 	ENST00000598758 	310 	467 	310 	467 	52 	50 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	360 384 385 360 	3768 	360 384 385 360 	3768 	53 53 53 53 	52 
ENST00000340855 ENST00000595787 	ENST00000593745 	5447 5447 	3194 	5447 5447 	3194 	53 53 	53 
ENST00000434913 	ENST00000449131 	239 	4137 	239 	4137 	52 	53 
ENST00000467951 ENST00000541436 	ENST00000546087 ENST00000535372 	409 427 	412 215 	409 427 	412 215 	52 52 	53 53 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	125 125 125 122 124 125 148 125 125 125 125 125 134 	128 	125 125 125 122 124 125 148 125 125 125 125 125 134 	128 	52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000498161 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	359 377 383 384 382 359 	3771 	359 377 383 384 382 359 	3771 	53 53 53 53 53 53 	53 
ENST00000473038 ENST00000204549 ENST00000489175 ENST00000418807 ENST00000456390 ENST00000323571 ENST00000368761 ENST00000248248 ENST00000525736 ENST00000369686 ENST00000392869 ENST00000495275 ENST00000502732 ENST00000408940 ENST00000560007 ENST00000559989 ENST00000411845 	ENST00000336505 ENST00000573981 ENST00000585690 ENST00000399602 ENST00000005082 ENST00000526601 ENST00000528218 ENST00000529789 ENST00000525313 ENST00000533036 ENST00000529228 ENST00000526540 ENST00000526598 ENST00000534569 ENST00000395530 ENST00000357949 ENST00000446505 ENST00000525350 ENST00000533903 ENST00000409623 ENST00000432854 ENST00000467153 ENST00000588224 ENST00000449592 ENST00000541467 ENST00000538055 ENST00000414696 ENST00000291547 ENST00000528349 ENST00000460798 ENST00000409401 ENST00000427245 ENST00000389617 ENST00000376200 ENST00000380586 ENST00000519096 ENST00000380587 ENST00000370661 ENST00000417486 ENST00000414473 ENST00000488630 ENST00000609129 ENST00000462546 ENST00000459993 ENST00000431842 ENST00000518219 ENST00000317370 ENST00000572485 ENST00000303575 ENST00000366249 	134 2536 1879 2175 2218 3662 3990 4297 1146 7310 3977 1382 9297 8985 14 7608 1263 	3380 729 880 386 335 445 494 206 360 428 228 221 319 608 5694 1757 1854 2428 2897 238 3659 729 880 2586 2357 436 1477 3498 441 1844 1657 691 2483 865 1913 1701 1527 3647 1118 1854 321 9506 1054 4279 6711 2642 2510 2503 3409 22 	152 2554 1897 2193 2236 3680 4008 4315 1164 7328 3995 1400 9315 9003 32 7626 1281 	3401 750 901 407 356 466 515 227 381 449 249 242 340 629 5715 1778 1875 2449 2918 259 3680 750 901 2607 2378 457 1498 3519 462 1865 1678 712 2504 886 1934 1722 1548 3668 1139 1875 342 9527 1075 4300 6732 2663 2531 2524 3430 43 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000534393 ENST00000525812 	ENST00000533050 	92 259 	85 	92 259 	85 	52 52 	38 
ENST00000302278 ENST00000396033 ENST00000374956 ENST00000423113 	ENST00000356056 	3137 3208 3263 3153 	8679 	3137 3208 3263 3153 	8679 	53 53 53 53 	32 
ENST00000395517 ENST00000465295 ENST00000418441 ENST00000396599 ENST00000454675 ENST00000423231 ENST00000398929 ENST00000495531 ENST00000600955 ENST00000430225 ENST00000484462 ENST00000403916 ENST00000463605 ENST00000485945 ENST00000482905 ENST00000480465 ENST00000395291 ENST00000568122 	ENST00000515262 	88 88 88 88 87 88 1 88 87 88 88 111 88 88 88 88 97 88 	137 	88 88 88 88 87 88 1 88 87 88 88 111 88 88 88 88 97 88 	137 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000259229 ENST00000442217 ENST00000409127 ENST00000437688 	ENST00000259239 	90 90 65 79 	162 	90 90 65 79 	162 	53 53 53 53 	52 
ENST00000567272 	ENST00000427908 	822 	1196 	822 	1196 	38 	51 
ENST00000357402 ENST00000395353 	ENST00000514253 	1980 1962 	512 	1980 1962 	512 	53 53 	53 
ENST00000553781 ENST00000557008 ENST00000216727 ENST00000397276 ENST00000556821 ENST00000557702 ENST00000554062 ENST00000553960 ENST00000555295 	ENST00000594552 	951 1116 895 727 1001 522 494 294 112 	1007 	951 1116 895 727 1001 522 494 294 112 	1007 	53 53 53 53 53 53 53 53 53 	37 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	100 98 240 	4192 	100 98 240 	4192 	52 52 52 	51 
ENST00000376747 ENST00000465196 ENST00000467305 ENST00000397618 ENST00000376714 ENST00000376712 	ENST00000494901 	723 97 162 740 822 733 	2342 	723 97 162 740 822 733 	2357 	53 53 53 53 53 53 	33 
ENST00000425466 ENST00000398259 ENST00000493479 ENST00000389400 	ENST00000604922 	533 531 517 561 	229 	533 531 517 561 	229 	53 53 53 53 	52 
ENST00000487397 	ENST00000489868 	23 	354 	23 	354 	53 	52 
ENST00000498752 	ENST00000592379 	257 	33 	257 	33 	53 	53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	244 116 126 96 840 244 116 126 96 840 	225 225 	244 116 126 96 840 244 116 126 96 840 	225 225 	53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000434913 	ENST00000449131 	244 	4155 	244 	4155 	48 	46 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	417 	205 205 	417 	52 52 	51 
