ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	395 	187 187 	395 	53 53 	51 
ENST00000544149 ENST00000537649 	ENST00000437629 	224 560 	189 	224 560 	189 	53 53 	51 
ENST00000225724 ENST00000526284 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	2462 1026 	37 43 43 43 130 1405 2116 133 130 37 43 37 76 130 37 37 37 37 37 	2462 1026 	37 43 43 43 130 1405 2116 133 130 37 43 37 76 130 37 37 37 37 37 	53 53 	40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	339 331 	48 48 	339 331 	48 48 	53 53 	53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000480465 ENST00000395291 	ENST00000515262 	161 351 186 143 83 71 71 71 94 71 71 94 71 80 	153 	161 351 186 143 83 71 71 71 94 71 71 94 71 80 	153 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000315567 ENST00000502384 ENST00000506674 	ENST00000403734 ENST00000301785 	912 443 433 	808 773 	912 443 433 	808 773 	53 53 53 	53 53 
ENST00000546654 	ENST00000564755 	103 	191 	103 	191 	53 	52 
ENST00000392509 ENST00000242577 ENST00000392508 ENST00000549989 ENST00000552870 ENST00000552316 	ENST00000460469 	509 415 394 557 311 365 	402 	509 415 394 557 311 365 	402 	52 52 52 52 52 52 	32 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	7 	271 271 263 271 	7 	53 53 53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	402 	182 182 	402 	53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000514057 	ENST00000373059 ENST00000401070 ENST00000401069 	479 	1943 2075 2522 	479 	1943 2075 2522 	52 	53 53 53 
ENST00000327351 ENST00000378409 	ENST00000490638 	629 586 	3374 	629 586 	3374 	53 53 	53 
ENST00000525660 	ENST00000531837 	73 	56 	73 	56 	53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	234 235 	4158 	234 235 	4158 	53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	417 	194 194 	417 	53 53 	50 
ENST00000504641 	ENST00000513824 	5 	21 	5 	21 	52 	53 
ENST00000232766 	ENST00000274140 ENST00000417397 	2657 	4874 1095 	2657 	4875 1096 	53 	34 34 
ENST00000323468 ENST00000434945 ENST00000530529 ENST00000531791 ENST00000411875 ENST00000538645 ENST00000524559 ENST00000592502 ENST00000483404 ENST00000295461 ENST00000261708 ENST00000534754 ENST00000478047 	ENST00000301178 ENST00000496726 	3151 3220 3050 1307 3292 3294 119 1849 410 4280 2510 698 530 	3512 1856 	3151 3220 3050 1307 3292 3294 119 1849 410 4280 2510 698 530 	3529 1873 	51 51 51 51 51 51 51 51 51 51 51 51 51 	36 36 
ENST00000546654 	ENST00000564755 	67 	191 	67 	191 	53 	52 
ENST00000409223 ENST00000305959 	ENST00000431473 ENST00000380470 ENST00000478251 ENST00000311417 ENST00000432729 ENST00000366847 ENST00000565097 ENST00000315392 ENST00000329949 ENST00000562801 ENST00000373839 ENST00000373836 ENST00000503518 ENST00000357137 ENST00000282841 ENST00000358966 ENST00000552176 ENST00000340855 ENST00000301019 ENST00000528276 ENST00000331426 ENST00000528353 ENST00000595787 ENST00000450345 	3247 3247 	4229 2692 2003 2853 2907 7150 970 2914 2367 1011 3779 3762 1621 3010 1876 1728 442 5535 2944 595 2699 2446 5535 947 	3256 3256 	4229 2692 2003 2853 2907 7150 970 2914 2367 1011 3779 3762 1621 3010 1876 1728 442 5535 2944 595 2699 2446 5535 947 	34 34 	34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 
ENST00000285071 	ENST00000494396 ENST00000393965 ENST00000463676 ENST00000261015 ENST00000475975 ENST00000514701 ENST00000379380 ENST00000504184 ENST00000407325 ENST00000582040 ENST00000356178 ENST00000373510 ENST00000565912 ENST00000488733 ENST00000595236 ENST00000560958 	3323 	1881 3209 3806 7279 4562 6942 4421 1431 1899 125 3639 3267 2158 1513 1881 1444 	3339 	1882 3210 3807 7280 4563 6943 4422 1432 1900 126 3640 3268 2159 1514 1882 1445 	35 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	87 85 227 	4192 	87 85 227 	4192 	53 53 53 	51 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 385 386 384 361 	3782 	361 384 379 385 386 384 361 	3782 	53 53 53 53 53 53 53 	53 
ENST00000407015 	ENST00000527057 ENST00000528239 ENST00000525295 ENST00000403374 	1308 	1061 1322 638 872 	1309 	1076 1337 653 887 	51 	31 31 31 31 
ENST00000475608 	ENST00000592379 	236 	7 	236 	7 	53 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	330 348 214 212 553 353 385 353 330 	3794 	330 348 214 212 553 353 385 353 330 	3794 	52 52 52 52 52 52 52 52 52 	53 
ENST00000357137 	ENST00000378509 	5836 	2277 	5836 	2283 	53 	47 
ENST00000574872 ENST00000442087 	ENST00000520221 	711 194 	68 	711 194 	68 	53 53 	40 
ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 546 518 518 	241 	518 518 546 518 518 	241 	53 53 53 53 53 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	227 224 	71 	227 224 	71 	52 52 	52 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	413 	884 688 1904 	413 	884 688 1904 	51 	47 47 47 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	0 	271 271 263 271 	0 	53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	33 	299 269 269 261 269 	33 	53 53 53 53 53 	53 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	119 119 119 116 118 119 142 119 119 119 119 119 128 	121 	119 119 119 116 118 119 142 119 119 119 119 119 128 	121 	53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000357164 	ENST00000265840 ENST00000443271 ENST00000434758 	1900 	1809 1766 1424 	1900 	1809 1766 1424 	53 	53 53 53 
ENST00000323496 	ENST00000463943 	265 	404 	265 	404 	51 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	186 186 	407 	186 186 	407 	52 52 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	195 195 	408 	197 197 	408 	50 50 	53 
ENST00000517577 ENST00000492727 	ENST00000449131 	219 216 	4164 	219 216 	4164 	52 52 	53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	266 266 258 266 	79 	266 266 258 266 	79 	53 53 53 53 	53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	267 267 259 267 	52 	267 267 259 267 	65 	53 53 53 53 	39 
ENST00000557060 ENST00000493254 ENST00000604604 ENST00000295025 	ENST00000476192 ENST00000558583 ENST00000489060 ENST00000518152 ENST00000497426 ENST00000474698 	2925 2406 1442 9068 	4603 5698 1586 339 4603 4602 	2925 2406 1442 9068 	4603 5698 1586 339 4603 4602 	53 53 53 53 	38 38 38 38 38 38 
ENST00000472975 ENST00000496412 ENST00000423231 ENST00000398929 	ENST00000515262 	107 105 107 20 	153 	107 105 107 20 	153 	53 53 53 53 	52 
ENST00000475608 	ENST00000592379 	227 	40 	227 	40 	52 	52 
ENST00000465295 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	69 69 69 78 	109 	69 69 69 78 	125 	52 52 52 52 	37 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3782 	331 349 215 213 554 354 386 354 331 	3782 	53 53 53 53 53 53 53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4197 	98 96 238 	4197 	53 53 53 	53 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	347 370 371 372 347 	3752 	347 370 371 372 347 	3752 	53 53 53 53 53 	52 
ENST00000434913 	ENST00000449131 	237 	4141 	237 	4141 	53 	52 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	705 713 701 	194 	705 713 701 	194 	53 53 53 	52 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 384 385 386 361 	3743 	361 384 385 386 361 	3743 	53 53 53 53 53 	53 
ENST00000567272 ENST00000403549 	ENST00000427908 	579 427 	1827 	595 443 	1827 	36 36 	53 
ENST00000347359 	ENST00000594963 	306 	87 	306 	87 	51 	51 
ENST00000587986 	ENST00000464185 	3109 	2017 	3109 	2032 	51 	38 
ENST00000425466 ENST00000484430 ENST00000398981 ENST00000493479 	ENST00000604922 	531 533 541 515 	276 	531 533 541 515 	276 	53 53 53 53 	53 
ENST00000475608 ENST00000498752 	ENST00000592379 	246 249 	21 	246 249 	21 	52 52 	53 
ENST00000446007 ENST00000421755 	ENST00000343023 ENST00000303887 	72 67 	245 245 	72 67 	245 245 	50 50 	53 53 
ENST00000547522 	ENST00000445820 ENST00000428199 	78 	455 455 	78 	455 455 	52 	53 53 
ENST00000498161 ENST00000466086 ENST00000413500 ENST00000394290 ENST00000599364 	ENST00000449131 	330 214 212 385 330 	3766 	330 214 212 385 330 	3766 	52 52 52 52 52 	52 
ENST00000562865 ENST00000556486 ENST00000393939 	ENST00000603128 ENST00000419350 ENST00000448023 ENST00000359128 ENST00000301749 ENST00000596409 ENST00000422989 ENST00000495413 	4483 156 4483 	4772 4978 4685 4754 4766 1109 5475 1158 	4489 162 4489 	4791 4997 4704 4773 4785 1128 5494 1177 	43 43 43 	32 32 32 32 32 32 32 32 
ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	57 80 57 80 57 57 57 66 	126 	57 80 57 80 57 57 57 66 	126 	52 52 52 52 52 52 52 52 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	ENST00000449131 	351 374 369 375 376 574 374 374 351 	3773 	351 374 369 375 376 574 374 374 351 	3773 	53 53 53 53 53 53 53 53 53 	53 
ENST00000456102 ENST00000373632 ENST00000462163 	ENST00000343811 ENST00000400440 ENST00000421643 ENST00000400441 ENST00000441008 	220 167 155 	190 202 219 110 68 	220 167 155 	190 202 219 110 68 	53 53 53 	53 53 53 53 53 
ENST00000256646 ENST00000479412 ENST00000602566 ENST00000362074 ENST00000344859 ENST00000369340 ENST00000468030 ENST00000578207 ENST00000593495 ENST00000606877 ENST00000578189 ENST00000579475 ENST00000579793 	ENST00000260356 	755 673 864 780 780 862 754 788 744 764 864 832 605 	5568 	755 673 864 780 780 862 754 788 744 764 864 832 605 	5575 	52 52 52 52 52 52 52 52 52 52 52 52 52 	34 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000568122 	ENST00000515262 	118 308 143 100 40 28 28 29 28 51 28 51 28 28 51 28 28 28 28 28 	154 	118 308 143 100 40 28 28 29 28 51 28 51 28 28 51 28 28 28 28 28 	154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	687 695 	174 	687 695 	174 	53 53 	53 
ENST00000399075 	ENST00000368323 	1800 	2718 	1800 	2729 	53 	32 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	419 	192 192 	419 	53 53 	51 
ENST00000429412 ENST00000546113 	ENST00000309733 ENST00000481729 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	2551 2551 	7175 498 5236 2219 5236 5235 	2551 2551 	7175 498 5236 2219 5236 5235 	53 53 	53 53 53 53 53 53 
ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	59 59 82 59 59 82 59 59 59 68 	138 	59 59 82 59 59 82 59 59 59 68 	138 	53 53 53 53 53 53 53 53 53 53 	53 
